epoch,loss
1,1.4567320744196575
2,1.347120722134908
3,1.3702425758043926
4,1.2511078119277954
5,1.1447930932044983
6,0.917485256989797
7,1.04110191265742
8,0.9872081677118937
9,0.9633996685345968
10,0.921756645043691
11,0.7210296094417572
12,0.8412428696950277
13,0.7728800574938456
14,0.7413203517595927
15,0.7487727006276449
16,0.7168134649594625
17,0.6852784355481466
18,0.5879435737927755
19,0.5393196195363998
20,0.5219343602657318
21,0.5430993835131327
22,0.48595776160558063
23,0.51679660876592
24,0.47113873561223346
25,0.454947163661321
26,0.39510731895764667
27,0.41793012619018555
28,0.38915016253789264
29,0.33513443171977997
30,0.3013364647825559
31,0.28979528446992237
32,0.27613356336951256
33,0.3187795430421829
34,0.27525045971075696
35,0.3496489425500234
36,0.2433975338935852
37,0.2471417635679245
38,0.24083109696706137
39,0.21885601182778677
40,0.20149255792299905
41,0.19376512865225473
42,0.1748847340544065
43,0.1749604990084966
44,0.14157316957910857
45,0.14859833816687265
46,0.15256706376870474
47,0.15530026952425638
48,0.13853727777798971
49,0.11470099911093712
50,0.15721738586823145
51,0.1718443507949511
52,0.12767494966586432
53,0.1099641149242719
54,0.1291093702117602
55,0.10154272740085919
56,0.11995807786782582
57,0.09070344641804695
58,0.10026950140794118
59,0.13016807287931442
60,0.09952127560973167
61,0.11428746332724889
62,0.08856021612882614
63,0.07842675720651944
64,0.08941666471461455
65,0.07202594727277756
66,0.06549513526260853
67,0.07829185202717781
68,0.07917387659351031
69,0.08912881712118785
70,0.07299922655026118
71,0.08082549025615056
72,0.0769545001288255
73,0.06850972523291905
74,0.09659821912646294
75,0.09587279707193375
76,0.06949122498432796
77,0.11855498204628627
78,0.08706614871819814
79,0.08481500546137492
80,0.06191032752394676
81,0.07170179982980092
82,0.06334469839930534
83,0.04953426122665405
84,0.06448657934864362
85,0.04875439405441284
86,0.051348098864158
87,0.08189280952016513
88,0.05629198874036471
89,0.05796273797750473
90,0.05651990200082461
91,0.04835140270491441
92,0.04643068959315618
93,0.07673782234390576
